TOP.642750e1.000b6502	START
TOP.642752a6.00041c8f	user_options->scrypt_tmto	0
TOP.642752a6.00041c8f	user_options->segment_size	33554432
TOP.642752a6.00041c8f	user_options->self_test_disable	0
TOP.642752a6.00041c8f	user_options->slow_candidates	0
TOP.642752a6.00041c8f	user_options->show	0
TOP.642752a6.00041c8f	user_options->speed_only	0
TOP.642752a6.00041c8f	user_options->spin_damp	0
TOP.642752a6.00041c8f	user_options->status	0
TOP.642752a6.00041c8f	user_options->status_json	0
TOP.642752a6.00041c8f	user_options->status_timer	10
TOP.642752a6.00041c8f	user_options->stdout_flag	0
TOP.642752a6.00041c8f	user_options->usage	0
TOP.642752a6.00041c8f	user_options->username	0
TOP.642752a6.00041c8f	user_options->veracrypt_pim_start	485
TOP.642752a6.00041c8f	user_options->veracrypt_pim_stop	485
TOP.642752a6.00041c8f	user_options->version	0
TOP.642752a6.00041c8f	user_options->workload_profile	4
TOP.642752a6.00041c8f	user_options->brain_client	0
TOP.642752a6.00041c8f	user_options->brain_client_features	2
TOP.642752a6.00041c8f	user_options->brain_server	0
TOP.642752a6.00041c8f	user_options->brain_server_timer	300
TOP.642752a6.00041c8f	user_options->brain_port	6863
TOP.642752a6.00041c8f	user_options->brain_session	0
TOP.642752a6.00041c8f	hashes->hashfile	.\44.hc22000
TOP.642752a6.00041c8f	hashes->hashlist_mode	5
TOP.642752a6.00041c8f	hashes->hashlist_format	0
TOP.642752a6.00041c8f	hashes->hashes_cnt	0
TOP.642752a6.00041c8f	hashes->digests_cnt	1
TOP.642752a6.00041c8f	hashes->digests_done_pot	0
TOP.642752a6.00041c8f	hashes->digests_done_zero	0
TOP.642752a6.00041c8f	hashes->digests_done	0
TOP.642752a6.00041c8f	hashes->salts_cnt	1
TOP.642752a6.00041c8f	hashes->salts_done	0
TOP.642752a6.00041c8f	SUB.642752a6.000be8bf	START
TOP.642752a6.00041c8f	SUB.642752a6.000be8bf	mask_ctx->mask	?a?a?a?a?a?a?a?a
TOP.642752a6.00041c8f	SUB.642752a6.000be8bf	runtime_start	1680298669
TOP.642752a6.00041c8f	SUB.642752a6.000be8bf	runtime_stop	1680298688
TOP.642752a6.00041c8f	SUB.642752a6.000be8bf	hashes->digests_done_new	0
TOP.642752a6.00041c8f	SUB.642752a6.000be8bf	status-after-work	8
TOP.642752a6.00041c8f	SUB.642752a6.000be8bf	STOP
TOP.642752a6.00041c8f	proc_start	1680298662
TOP.642752a6.00041c8f	proc_stop	1680298689
TOP.642752a6.00041c8f	STOP
TOP.642752db.00011391	START
TOP.642752db.00011391	folder_config->cwd	C:\Users\User0\Desktop\Утилиты\hashcat-6.2.6
TOP.642752db.00011391	folder_config->install_dir	.
TOP.642752db.00011391	folder_config->profile_dir	.
TOP.642752db.00011391	folder_config->session_dir	.
TOP.642752db.00011391	folder_config->shared_dir	.
TOP.642752db.00011391	user_options->custom_charset_1	?l?d
TOP.642752db.00011391	user_options->encoding_from	utf-8
TOP.642752db.00011391	user_options->encoding_to	utf-8
TOP.642752db.00011391	user_options->rule_buf_l	:
TOP.642752db.00011391	user_options->rule_buf_r	:
TOP.642752db.00011391	user_options->session	hashcat
TOP.642752db.00011391	user_options->separator	:
TOP.642752db.00011391	user_options->limit	0
TOP.642752db.00011391	user_options->skip	0
TOP.642752db.00011391	user_options->attack_mode	3
TOP.642752db.00011391	user_options->benchmark	0
TOP.642752db.00011391	user_options->benchmark_all	0
TOP.642752db.00011391	user_options->bitmap_max	18
TOP.642752db.00011391	user_options->bitmap_min	16
TOP.642752db.00011391	user_options->debug_mode	0
TOP.642752db.00011391	user_options->hash_info	0
TOP.642752db.00011391	user_options->force	0
TOP.642752db.00011391	user_options->hwmon_disable	0
TOP.642752db.00011391	user_options->hwmon_temp_abort	90
TOP.642752db.00011391	user_options->hash_mode	22000
TOP.642752db.00011391	user_options->hex_charset	0
TOP.642752db.00011391	user_options->hex_salt	0
TOP.642752db.00011391	user_options->hex_wordlist	0
TOP.642752db.00011391	user_options->hook_threads	16
TOP.642752db.00011391	user_options->identify	0
TOP.642752db.00011391	user_options->increment	0
TOP.642752db.00011391	user_options->increment_max	256
TOP.642752db.00011391	user_options->increment_min	1
TOP.642752db.00011391	user_options->keep_guessing	0
TOP.642752db.00011391	user_options->kernel_accel	0
TOP.642752db.00011391	user_options->kernel_loops	0
TOP.642752db.00011391	user_options->kernel_threads	0
TOP.642752db.00011391	user_options->keyspace	0
TOP.642752db.00011391	user_options->left	0
TOP.642752db.00011391	user_options->logfile_disable	0
TOP.642752db.00011391	user_options->loopback	0
TOP.642752db.00011391	user_options->machine_readable	0
TOP.642752db.00011391	user_options->markov_classic	0
TOP.642752db.00011391	user_options->markov_disable	0
TOP.642752db.00011391	user_options->markov_inverse	0
TOP.642752db.00011391	user_options->markov_threshold	256
TOP.642752db.00011391	user_options->multiply_accel_disable	0
TOP.642752db.00011391	user_options->backend_info	0
TOP.642752db.00011391	user_options->backend_vector_width	0
TOP.642752db.00011391	user_options->optimized_kernel_enable	1
TOP.642752db.00011391	user_options->outfile_autohex	1
TOP.642752db.00011391	user_options->outfile_check_timer	5
TOP.642752db.00011391	user_options->outfile_format	3
TOP.642752db.00011391	user_options->wordlist_autohex_disable	0
TOP.642752db.00011391	user_options->potfile_disable	0
TOP.642752db.00011391	user_options->progress_only	0
TOP.642752db.00011391	user_options->quiet	0
TOP.642752db.00011391	user_options->remove	0
TOP.642752db.00011391	user_options->remove_timer	60
TOP.642752db.00011391	user_options->restore	0
TOP.642752db.00011391	user_options->restore_disable	0
TOP.642752db.00011391	user_options->restore_timer	1
TOP.642752db.00011391	user_options->rp_files_cnt	0
TOP.642752db.00011391	user_options->rp_gen	0
TOP.642752db.00011391	user_options->rp_gen_func_max	4
TOP.642752db.00011391	user_options->rp_gen_func_min	1
TOP.642752db.00011391	user_options->rp_gen_seed	0
TOP.642752db.00011391	user_options->runtime	0
TOP.642752db.00011391	user_options->scrypt_tmto	0
TOP.642752db.00011391	user_options->segment_size	33554432
TOP.642752db.00011391	user_options->self_test_disable	0
TOP.642752db.00011391	user_options->slow_candidates	0
TOP.642752db.00011391	user_options->show	0
TOP.642752db.00011391	user_options->speed_only	0
TOP.642752db.00011391	user_options->spin_damp	0
TOP.642752db.00011391	user_options->status	0
TOP.642752db.00011391	user_options->status_json	0
TOP.642752db.00011391	user_options->status_timer	10
TOP.642752db.00011391	user_options->stdout_flag	0
TOP.642752db.00011391	user_options->usage	0
TOP.642752db.00011391	user_options->username	0
TOP.642752db.00011391	user_options->veracrypt_pim_start	485
TOP.642752db.00011391	user_options->veracrypt_pim_stop	485
TOP.642752db.00011391	user_options->version	0
TOP.642752db.00011391	user_options->workload_profile	4
TOP.642752db.00011391	user_options->brain_client	0
TOP.642752db.00011391	user_options->brain_client_features	2
TOP.642752db.00011391	user_options->brain_server	0
TOP.642752db.00011391	user_options->brain_server_timer	300
TOP.642752db.00011391	user_options->brain_port	6863
TOP.642752db.00011391	user_options->brain_session	0
TOP.642752db.00011391	hashes->hashfile	.\44.hc22000
TOP.642752db.00011391	hashes->hashlist_mode	5
TOP.642752db.00011391	hashes->hashlist_format	0
TOP.642752db.00011391	hashes->hashes_cnt	0
TOP.642752db.00011391	hashes->digests_cnt	1
TOP.642752db.00011391	hashes->digests_done_pot	0
TOP.642752db.00011391	hashes->digests_done_zero	0
TOP.642752db.00011391	hashes->digests_done	0
TOP.642752db.00011391	hashes->salts_cnt	1
TOP.642752db.00011391	hashes->salts_done	0
TOP.642752db.00011391	SUB.642752db.0009553b	START
TOP.642752db.00011391	SUB.642752db.0009553b	mask_ctx->mask	19387?l?l?l?l?l?l
TOP.642752db.00011391	SUB.642752db.0009553b	runtime_start	1680298722
TOP.642752db.00011391	SUB.642752db.0009553b	runtime_stop	1680298766
TOP.642752db.00011391	SUB.642752db.0009553b	hashes->digests_done_new	0
TOP.642752db.00011391	SUB.642752db.0009553b	status-after-work	8
TOP.642752db.00011391	SUB.642752db.0009553b	STOP
TOP.642752db.00011391	proc_start	1680298715
TOP.642752db.00011391	proc_stop	1680298767
TOP.642752db.00011391	STOP
TOP.64275313.000b273f	START
TOP.64275313.000b273f	folder_config->cwd	C:\Users\User0\Desktop\Утилиты\hashcat-6.2.6
TOP.64275313.000b273f	folder_config->install_dir	.
TOP.64275313.000b273f	folder_config->profile_dir	.
TOP.64275313.000b273f	folder_config->session_dir	.
TOP.64275313.000b273f	folder_config->shared_dir	.
TOP.64275313.000b273f	user_options->custom_charset_1	?l?d
TOP.64275313.000b273f	user_options->encoding_from	utf-8
TOP.64275313.000b273f	user_options->encoding_to	utf-8
TOP.64275313.000b273f	user_options->rule_buf_l	:
TOP.64275313.000b273f	user_options->rule_buf_r	:
TOP.64275313.000b273f	user_options->session	hashcat
TOP.64275313.000b273f	user_options->separator	:
TOP.64275313.000b273f	user_options->limit	0
TOP.64275313.000b273f	user_options->skip	0
TOP.64275313.000b273f	user_options->attack_mode	3
TOP.64275313.000b273f	user_options->benchmark	0
TOP.64275313.000b273f	user_options->benchmark_all	0
TOP.64275313.000b273f	user_options->bitmap_max	18
TOP.64275313.000b273f	user_options->bitmap_min	16
TOP.64275313.000b273f	user_options->debug_mode	0
TOP.64275313.000b273f	user_options->hash_info	0
TOP.64275313.000b273f	user_options->force	0
TOP.64275313.000b273f	user_options->hwmon_disable	0
TOP.64275313.000b273f	user_options->hwmon_temp_abort	90
TOP.64275313.000b273f	user_options->hash_mode	22000
TOP.64275313.000b273f	user_options->hex_charset	0
TOP.64275313.000b273f	user_options->hex_salt	0
TOP.64275313.000b273f	user_options->hex_wordlist	0
TOP.64275313.000b273f	user_options->hook_threads	16
TOP.64275313.000b273f	user_options->identify	0
TOP.64275313.000b273f	user_options->increment	0
TOP.64275313.000b273f	user_options->increment_max	256
TOP.64275313.000b273f	user_options->increment_min	1
TOP.64275313.000b273f	user_options->keep_guessing	0
TOP.64275313.000b273f	user_options->kernel_accel	0
TOP.64275313.000b273f	user_options->kernel_loops	0
TOP.64275313.000b273f	user_options->kernel_threads	0
TOP.64275313.000b273f	user_options->keyspace	0
TOP.64275313.000b273f	user_options->left	0
TOP.64275313.000b273f	user_options->logfile_disable	0
TOP.64275313.000b273f	user_options->loopback	0
TOP.64275313.000b273f	user_options->machine_readable	0
TOP.64275313.000b273f	user_options->markov_classic	0
TOP.64275313.000b273f	user_options->markov_disable	0
TOP.64275313.000b273f	user_options->markov_inverse	0
TOP.64275313.000b273f	user_options->markov_threshold	256
TOP.64275313.000b273f	user_options->multiply_accel_disable	0
TOP.64275313.000b273f	user_options->backend_info	0
TOP.64275313.000b273f	user_options->backend_vector_width	0
TOP.64275313.000b273f	user_options->optimized_kernel_enable	1
TOP.64275313.000b273f	user_options->outfile_autohex	1
TOP.64275313.000b273f	user_options->outfile_check_timer	5
TOP.64275313.000b273f	user_options->outfile_format	3
TOP.64275313.000b273f	user_options->wordlist_autohex_disable	0
TOP.64275313.000b273f	user_options->potfile_disable	0
TOP.64275313.000b273f	user_options->progress_only	0
TOP.64275313.000b273f	user_options->quiet	0
TOP.64275313.000b273f	user_options->remove	0
TOP.64275313.000b273f	user_options->remove_timer	60
TOP.64275313.000b273f	user_options->restore	0
TOP.64275313.000b273f	user_options->restore_disable	0
TOP.64275313.000b273f	user_options->restore_timer	1
TOP.64275313.000b273f	user_options->rp_files_cnt	0
TOP.64275313.000b273f	user_options->rp_gen	0
TOP.64275313.000b273f	user_options->rp_gen_func_max	4
TOP.64275313.000b273f	user_options->rp_gen_func_min	1
TOP.64275313.000b273f	user_options->rp_gen_seed	0
TOP.64275313.000b273f	user_options->runtime	0
TOP.64275313.000b273f	user_options->scrypt_tmto	0
TOP.64275313.000b273f	user_options->segment_size	33554432
TOP.64275313.000b273f	user_options->self_test_disable	0
TOP.64275313.000b273f	user_options->slow_candidates	0
TOP.64275313.000b273f	user_options->show	0
TOP.64275313.000b273f	user_options->speed_only	0
TOP.64275313.000b273f	user_options->spin_damp	0
TOP.64275313.000b273f	user_options->status	0
TOP.64275313.000b273f	user_options->status_json	0
TOP.64275313.000b273f	user_options->status_timer	10
TOP.64275313.000b273f	user_options->stdout_flag	0
TOP.64275313.000b273f	user_options->usage	0
TOP.64275313.000b273f	user_options->username	0
TOP.64275313.000b273f	user_options->veracrypt_pim_start	485
TOP.64275313.000b273f	user_options->veracrypt_pim_stop	485
TOP.64275313.000b273f	user_options->version	0
TOP.64275313.000b273f	user_options->workload_profile	4
TOP.64275313.000b273f	user_options->brain_client	0
TOP.64275313.000b273f	user_options->brain_client_features	2
TOP.64275313.000b273f	user_options->brain_server	0
TOP.64275313.000b273f	user_options->brain_server_timer	300
TOP.64275313.000b273f	user_options->brain_port	6863
TOP.64275313.000b273f	user_options->brain_session	0
TOP.64275313.000b273f	hashes->hashfile	.\44.hc22000
TOP.64275313.000b273f	hashes->hashlist_mode	5
TOP.64275313.000b273f	hashes->hashlist_format	0
TOP.64275313.000b273f	hashes->hashes_cnt	0
TOP.64275313.000b273f	hashes->digests_cnt	1
TOP.64275313.000b273f	hashes->digests_done_pot	0
TOP.64275313.000b273f	hashes->digests_done_zero	0
TOP.64275313.000b273f	hashes->digests_done	0
TOP.64275313.000b273f	hashes->salts_cnt	1
TOP.64275313.000b273f	hashes->salts_done	0
TOP.64275313.000b273f	SUB.64275314.0003c00b	START
TOP.64275313.000b273f	SUB.64275314.0003c00b	mask_ctx->mask	19387?l?l?l?lfv
TOP.64275313.000b273f	SUB.64275314.0003c00b	runtime_start	1680298778
TOP.64275313.000b273f	SUB.64275314.0003c00b	runtime_stop	1680298779
TOP.64275313.000b273f	SUB.64275314.0003c00b	hashes->digests_done_new	1
TOP.64275313.000b273f	SUB.64275314.0003c00b	status-after-work	6
TOP.64275313.000b273f	SUB.64275314.0003c00b	STOP
TOP.64275313.000b273f	proc_start	1680298771
TOP.64275313.000b273f	proc_stop	1680298781
TOP.64275313.000b273f	STOP
TOP.648aab4a.0007cf16	START
TOP.648aab4a.0007cf16	folder_config->cwd	C:\Users\User0\Desktop\Утилиты\hashcat-6.2.6
TOP.648aab4a.0007cf16	folder_config->install_dir	.
TOP.648aab4a.0007cf16	folder_config->profile_dir	.
TOP.648aab4a.0007cf16	folder_config->session_dir	.
TOP.648aab4a.0007cf16	folder_config->shared_dir	.
TOP.648aab4a.0007cf16	user_options->custom_charset_1	?l?d?u
TOP.648aab4a.0007cf16	user_options->custom_charset_2	?l?d
TOP.648aab4a.0007cf16	user_options->custom_charset_3	?l?d*!$@_
TOP.648aab4a.0007cf16	user_options->encoding_from	utf-8
TOP.648aab4a.0007cf16	user_options->encoding_to	utf-8
TOP.648aab4a.0007cf16	user_options->rule_buf_l	:
TOP.648aab4a.0007cf16	user_options->rule_buf_r	:
TOP.648aab4a.0007cf16	user_options->session	hashcat
TOP.648aab4a.0007cf16	user_options->separator	:
TOP.648aab4a.0007cf16	user_options->limit	0
TOP.648aab4a.0007cf16	user_options->skip	0
TOP.648aab4a.0007cf16	user_options->attack_mode	3
TOP.648aab4a.0007cf16	user_options->benchmark	0
TOP.648aab4a.0007cf16	user_options->benchmark_all	0
TOP.648aab4a.0007cf16	user_options->bitmap_max	18
TOP.648aab4a.0007cf16	user_options->bitmap_min	16
TOP.648aab4a.0007cf16	user_options->debug_mode	0
TOP.648aab4a.0007cf16	user_options->hash_info	0
TOP.648aab4a.0007cf16	user_options->force	0
TOP.648aab4a.0007cf16	user_options->hwmon_disable	0
TOP.648aab4a.0007cf16	user_options->hwmon_temp_abort	90
TOP.648aab4a.0007cf16	user_options->hash_mode	0
TOP.648aab4a.0007cf16	user_options->hex_charset	0
TOP.648aab4a.0007cf16	user_options->hex_salt	0
TOP.648aab4a.0007cf16	user_options->hex_wordlist	0
TOP.648aab4a.0007cf16	user_options->hook_threads	16
TOP.648aab4a.0007cf16	user_options->identify	0
TOP.648aab4a.0007cf16	user_options->increment	1
TOP.648aab4a.0007cf16	user_options->increment_max	256
TOP.648aab4a.0007cf16	user_options->increment_min	1
TOP.648aab4a.0007cf16	user_options->keep_guessing	0
TOP.648aab4a.0007cf16	user_options->kernel_accel	0
TOP.648aab4a.0007cf16	user_options->kernel_loops	0
TOP.648aab4a.0007cf16	user_options->kernel_threads	0
TOP.648aab4a.0007cf16	user_options->keyspace	0
TOP.648aab4a.0007cf16	user_options->left	0
TOP.648aab4a.0007cf16	user_options->logfile_disable	0
TOP.648aab4a.0007cf16	user_options->loopback	0
TOP.648aab4a.0007cf16	user_options->machine_readable	0
TOP.648aab4a.0007cf16	user_options->markov_classic	0
TOP.648aab4a.0007cf16	user_options->markov_disable	0
TOP.648aab4a.0007cf16	user_options->markov_inverse	0
TOP.648aab4a.0007cf16	user_options->markov_threshold	256
TOP.648aab4a.0007cf16	user_options->multiply_accel_disable	0
TOP.648aab4a.0007cf16	user_options->backend_info	0
TOP.648aab4a.0007cf16	user_options->backend_vector_width	0
TOP.648aab4a.0007cf16	user_options->optimized_kernel_enable	0
TOP.648aab4a.0007cf16	user_options->outfile_autohex	1
TOP.648aab4a.0007cf16	user_options->outfile_check_timer	5
TOP.648aab4a.0007cf16	user_options->outfile_format	3
TOP.648aab4a.0007cf16	user_options->wordlist_autohex_disable	0
TOP.648aab4a.0007cf16	user_options->potfile_disable	0
TOP.648aab4a.0007cf16	user_options->progress_only	0
TOP.648aab4a.0007cf16	user_options->quiet	0
TOP.648aab4a.0007cf16	user_options->remove	0
TOP.648aab4a.0007cf16	user_options->remove_timer	60
TOP.648aab4a.0007cf16	user_options->restore	0
TOP.648aab4a.0007cf16	user_options->restore_disable	0
TOP.648aab4a.0007cf16	user_options->restore_timer	1
TOP.648aab4a.0007cf16	user_options->rp_files_cnt	0
TOP.648aab4a.0007cf16	user_options->rp_gen	0
TOP.648aab4a.0007cf16	user_options->rp_gen_func_max	4
TOP.648aab4a.0007cf16	user_options->rp_gen_func_min	1
TOP.648aab4a.0007cf16	user_options->rp_gen_seed	0
TOP.648aab4a.0007cf16	user_options->runtime	0
TOP.648aab4a.0007cf16	user_options->scrypt_tmto	0
TOP.648aab4a.0007cf16	user_options->segment_size	33554432
TOP.648aab4a.0007cf16	user_options->self_test_disable	0
TOP.648aab4a.0007cf16	user_options->slow_candidates	0
TOP.648aab4a.0007cf16	user_options->show	0
TOP.648aab4a.0007cf16	user_options->speed_only	0
TOP.648aab4a.0007cf16	user_options->spin_damp	0
TOP.648aab4a.0007cf16	user_options->status	0
TOP.648aab4a.0007cf16	user_options->status_json	0
TOP.648aab4a.0007cf16	user_options->status_timer	10
TOP.648aab4a.0007cf16	user_options->stdout_flag	0
TOP.648aab4a.0007cf16	user_options->usage	0
TOP.648aab4a.0007cf16	user_options->username	0
TOP.648aab4a.0007cf16	user_options->veracrypt_pim_start	485
TOP.648aab4a.0007cf16	user_options->veracrypt_pim_stop	485
TOP.648aab4a.0007cf16	user_options->version	0
TOP.648aab4a.0007cf16	user_options->workload_profile	3
TOP.648aab4a.0007cf16	user_options->brain_client	0
TOP.648aab4a.0007cf16	user_options->brain_client_features	2
TOP.648aab4a.0007cf16	user_options->brain_server	0
TOP.648aab4a.0007cf16	user_options->brain_server_timer	300
TOP.648aab4a.0007cf16	user_options->brain_port	6863
TOP.648aab4a.0007cf16	user_options->brain_session	0
TOP.648aab4a.0007cf16	hashes->hashlist_mode	2
TOP.648aab4a.0007cf16	hashes->hashlist_format	0
TOP.648aab4a.0007cf16	hashes->hashes_cnt	0
TOP.648aab4a.0007cf16	hashes->digests_cnt	1
TOP.648aab4a.0007cf16	hashes->digests_done_pot	0
TOP.648aab4a.0007cf16	hashes->digests_done_zero	0
TOP.648aab4a.0007cf16	hashes->digests_done	0
TOP.648aab4a.0007cf16	hashes->salts_cnt	1
TOP.648aab4a.0007cf16	hashes->salts_done	0
TOP.648aab4a.0007cf16	SUB.648aab4e.0007477c	START
TOP.648aab4a.0007cf16	SUB.648aab4e.0007477c	mask_ctx->mask	?1
TOP.648aab4a.0007cf16	SUB.648aab4e.0007477c	runtime_start	1686809423
TOP.648aab4a.0007cf16	SUB.648aab4e.0007477c	runtime_stop	1686809423
TOP.648aab4a.0007cf16	SUB.648aab4e.0007477c	hashes->digests_done_new	0
TOP.648aab4a.0007cf16	SUB.648aab4e.0007477c	status-after-work	5
TOP.648aab4a.0007cf16	SUB.648aab4e.0007477c	STOP
TOP.648aab4a.0007cf16	SUB.648aab4f.00015db9	START
TOP.648aab4a.0007cf16	SUB.648aab4f.00015db9	mask_ctx->mask	?1?2
TOP.648aab4a.0007cf16	SUB.648aab4f.00015db9	runtime_start	1686809423
TOP.648aab4a.0007cf16	SUB.648aab4f.00015db9	runtime_stop	1686809423
TOP.648aab4a.0007cf16	SUB.648aab4f.00015db9	hashes->digests_done_new	0
TOP.648aab4a.0007cf16	SUB.648aab4f.00015db9	status-after-work	5
TOP.648aab4a.0007cf16	SUB.648aab4f.00015db9	STOP
TOP.648aab4a.0007cf16	SUB.648aab4f.0008f61a	START
TOP.648aab4a.0007cf16	SUB.648aab4f.0008f61a	mask_ctx->mask	?1?2?2
TOP.648aab4a.0007cf16	SUB.648aab4f.0008f61a	runtime_start	1686809424
TOP.648aab4a.0007cf16	SUB.648aab4f.0008f61a	runtime_stop	1686809424
TOP.648aab4a.0007cf16	SUB.648aab4f.0008f61a	hashes->digests_done_new	0
TOP.648aab4a.0007cf16	SUB.648aab4f.0008f61a	status-after-work	5
TOP.648aab4a.0007cf16	SUB.648aab4f.0008f61a	STOP
TOP.648aab4a.0007cf16	SUB.648aab50.000152d5	START
TOP.648aab4a.0007cf16	SUB.648aab50.000152d5	mask_ctx->mask	?1?2?2?2
TOP.648aab4a.0007cf16	SUB.648aab50.000152d5	runtime_start	1686809424
TOP.648aab4a.0007cf16	SUB.648aab50.000152d5	runtime_stop	1686809424
TOP.648aab4a.0007cf16	SUB.648aab50.000152d5	hashes->digests_done_new	0
TOP.648aab4a.0007cf16	SUB.648aab50.000152d5	status-after-work	5
TOP.648aab4a.0007cf16	SUB.648aab50.000152d5	STOP
TOP.648aab4a.0007cf16	SUB.648aab50.00091d08	START
TOP.648aab4a.0007cf16	SUB.648aab50.00091d08	mask_ctx->mask	?1?2?2?2?2
TOP.648aab4a.0007cf16	SUB.648aab50.00091d08	runtime_start	1686809425
TOP.648aab4a.0007cf16	SUB.648aab50.00091d08	runtime_stop	1686809425
TOP.648aab4a.0007cf16	SUB.648aab50.00091d08	hashes->digests_done_new	0
TOP.648aab4a.0007cf16	SUB.648aab50.00091d08	status-after-work	5
TOP.648aab4a.0007cf16	SUB.648aab50.00091d08	STOP
TOP.648aab4a.0007cf16	SUB.648aab51.0001eb30	START
TOP.648aab4a.0007cf16	SUB.648aab51.0001eb30	mask_ctx->mask	?1?2?2?2?2?2
TOP.648aab4a.0007cf16	SUB.648aab51.0001eb30	runtime_start	1686809427
TOP.648aab4a.0007cf16	SUB.648aab51.0001eb30	runtime_stop	1686809427
TOP.648aab4a.0007cf16	SUB.648aab51.0001eb30	hashes->digests_done_new	0
TOP.648aab4a.0007cf16	SUB.648aab51.0001eb30	status-after-work	5
TOP.648aab4a.0007cf16	SUB.648aab51.0001eb30	STOP
TOP.648aab4a.0007cf16	SUB.648aab53.000e1dc9	START
TOP.648aab4a.0007cf16	SUB.648aab53.000e1dc9	mask_ctx->mask	?1?2?2?2?2?2?2
TOP.648aab4a.0007cf16	SUB.648aab53.000e1dc9	runtime_start	1686809430
TOP.648aab4a.0007cf16	SUB.648aab53.000e1dc9	runtime_stop	1686809438
TOP.648aab4a.0007cf16	SUB.648aab53.000e1dc9	hashes->digests_done_new	0
TOP.648aab4a.0007cf16	SUB.648aab53.000e1dc9	status-after-work	5
TOP.648aab4a.0007cf16	SUB.648aab53.000e1dc9	STOP
TOP.648aab4a.0007cf16	SUB.648aab5e.000a1f01	START
TOP.648aab4a.0007cf16	SUB.648aab5e.000a1f01	mask_ctx->mask	?1?2?2?2?2?2?2?3
TOP.648aab4a.0007cf16	SUB.648aab5e.000a1f01	runtime_start	1686809441
TOP.648aab4a.0007cf16	SUB.648aab5e.000a1f01	runtime_stop	1686809766
TOP.648aab4a.0007cf16	SUB.648aab5e.000a1f01	hashes->digests_done_new	0
TOP.648aab4a.0007cf16	SUB.648aab5e.000a1f01	status-after-work	5
TOP.648aab4a.0007cf16	SUB.648aab5e.000a1f01	STOP
TOP.648aab4a.0007cf16	SUB.648aaca6.0004be2b	START
TOP.648aab4a.0007cf16	SUB.648aaca6.0004be2b	mask_ctx->mask	?1?2?2?2?2?2?2?3?3
TOP.648aab4a.0007cf16	SUB.648aaca6.0004be2b	runtime_start	1686809768
TOP.648aab4a.0007cf16	SUB.648aaca6.0004be2b	runtime_stop	1686823096
TOP.648aab4a.0007cf16	SUB.648aaca6.0004be2b	hashes->digests_done_new	0
TOP.648aab4a.0007cf16	SUB.648aaca6.0004be2b	status-after-work	5
TOP.648aab4a.0007cf16	SUB.648aaca6.0004be2b	STOP
TOP.648aab4a.0007cf16	SUB.648ae0b8.0001f926	START
TOP.648aab4a.0007cf16	SUB.648ae0b8.0001f926	mask_ctx->mask	?1?2?2?2?2?2?2?3?3?3
TOP.648b6fa2.0007b796	START
TOP.648b6fa2.0007b796	folder_config->cwd	C:\Users\User0\Desktop\Утилиты\hashcat-6.2.6
TOP.648b6fa2.0007b796	folder_config->install_dir	.
TOP.648b6fa2.0007b796	folder_config->profile_dir	.
TOP.648b6fa2.0007b796	folder_config->session_dir	.
TOP.648b6fa2.0007b796	folder_config->shared_dir	.
TOP.648b6fa2.0007b796	user_options->encoding_from	utf-8
TOP.648b6fa2.0007b796	user_options->encoding_to	utf-8
TOP.648b6fa2.0007b796	user_options->rule_buf_l	:
TOP.648b6fa2.0007b796	user_options->rule_buf_r	:
TOP.648b6fa2.0007b796	user_options->session	hashcat
TOP.648b6fa2.0007b796	user_options->separator	:
TOP.648b6fa2.0007b796	user_options->limit	0
TOP.648b6fa2.0007b796	user_options->skip	0
TOP.648b6fa2.0007b796	user_options->attack_mode	3
TOP.648b6fa2.0007b796	user_options->benchmark	0
TOP.648b6fa2.0007b796	user_options->benchmark_all	0
TOP.648b6fa2.0007b796	user_options->bitmap_max	18
TOP.648b6fa2.0007b796	user_options->bitmap_min	16
TOP.648b6fa2.0007b796	user_options->debug_mode	0
TOP.648b6fa2.0007b796	user_options->hash_info	0
TOP.648b6fa2.0007b796	user_options->force	0
TOP.648b6fa2.0007b796	user_options->hwmon_disable	0
TOP.648b6fa2.0007b796	user_options->hwmon_temp_abort	90
TOP.648b6fa2.0007b796	user_options->hash_mode	0
TOP.648b6fa2.0007b796	user_options->hex_charset	0
TOP.648b6fa2.0007b796	user_options->hex_salt	0
TOP.648b6fa2.0007b796	user_options->hex_wordlist	0
TOP.648b6fa2.0007b796	user_options->hook_threads	16
TOP.648b6fa2.0007b796	user_options->identify	0
TOP.648b6fa2.0007b796	user_options->increment	1
TOP.648b6fa2.0007b796	user_options->increment_max	256
TOP.648b6fa2.0007b796	user_options->increment_min	1
TOP.648b6fa2.0007b796	user_options->keep_guessing	0
TOP.648b6fa2.0007b796	user_options->kernel_accel	0
TOP.648b6fa2.0007b796	user_options->kernel_loops	0
TOP.648b6fa2.0007b796	user_options->kernel_threads	0
TOP.648b6fa2.0007b796	user_options->keyspace	0
TOP.648b6fa2.0007b796	user_options->left	0
TOP.648b6fa2.0007b796	user_options->logfile_disable	0
TOP.648b6fa2.0007b796	user_options->loopback	0
TOP.648b6fa2.0007b796	user_options->machine_readable	0
TOP.648b6fa2.0007b796	user_options->markov_classic	0
TOP.648b6fa2.0007b796	user_options->markov_disable	0
TOP.648b6fa2.0007b796	user_options->markov_inverse	0
TOP.648b6fa2.0007b796	user_options->markov_threshold	256
